,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,predict
37,NFLX,2017-03-10 00:00:00+00:00,140.89,141.8,140.28,141.39,3318464.0,140.89,141.8,140.28,141.39,3318464.0,0.0,1.0,140.89
38,NFLX,2017-03-13 00:00:00+00:00,143.52,143.71,140.32,140.9,4922432.0,143.52,143.71,140.32,140.9,4922432.0,0.0,1.0,143.52
39,NFLX,2017-03-14 00:00:00+00:00,143.19,143.31,141.7,142.95,4660294.0,143.19,143.31,141.7,142.95,4660294.0,0.0,1.0,143.19
40,NFLX,2017-03-15 00:00:00+00:00,145.25,145.52,143.23,144.2,5987198.0,145.25,145.52,143.23,144.2,5987198.0,0.0,1.0,145.24999999999997
41,NFLX,2017-03-16 00:00:00+00:00,144.39,146.5,144.22,145.5,5286456.0,144.39,146.5,144.22,145.5,5286456.0,0.0,1.0,144.39
42,NFLX,2017-03-17 00:00:00+00:00,145.11,145.76,143.4,144.05,6281316.0,145.11,145.76,143.4,144.05,6281316.0,0.0,1.0,145.11
43,NFLX,2017-03-20 00:00:00+00:00,145.83,146.25,144.58,145.45,3421046.0,145.83,146.25,144.58,145.45,3421046.0,0.0,1.0,145.83
44,NFLX,2017-03-21 00:00:00+00:00,142.42,147.7,142.1,146.75,7669753.0,142.42,147.7,142.1,146.75,7669753.0,0.0,1.0,142.42
45,NFLX,2017-03-22 00:00:00+00:00,142.65,143.8,140.76,142.54,6486893.0,142.65,143.8,140.76,142.54,6486893.0,0.0,1.0,142.65
46,NFLX,2017-03-23 00:00:00+00:00,141.84,142.89,141.26,142.14,3712625.0,141.84,142.89,141.26,142.14,3712625.0,0.0,1.0,141.84
47,NFLX,2017-03-24 00:00:00+00:00,142.02,142.8,141.58,142.36,3546599.0,142.02,142.8,141.58,142.36,3546599.0,0.0,1.0,142.02000000000004
48,NFLX,2017-03-27 00:00:00+00:00,144.06,144.39,140.0,140.83,4771650.0,144.06,144.39,140.0,140.83,4771650.0,0.0,1.0,144.06
49,NFLX,2017-03-28 00:00:00+00:00,145.17,146.11,143.92,144.1,4638003.0,145.17,146.11,143.92,144.1,4638003.0,0.0,1.0,145.17
50,NFLX,2017-03-29 00:00:00+00:00,146.47,147.18,144.91,145.5,3855031.0,146.47,147.18,144.91,145.5,3855031.0,0.0,1.0,146.47
51,NFLX,2017-03-30 00:00:00+00:00,148.06,148.29,146.53,146.81,4461068.0,148.06,148.29,146.53,146.81,4461068.0,0.0,1.0,148.05999999999997
52,NFLX,2017-03-31 00:00:00+00:00,147.81,148.23,147.33,148.0,3888237.0,147.81,148.23,147.33,148.0,3888237.0,0.0,1.0,147.81
53,NFLX,2017-04-03 00:00:00+00:00,146.92,148.01,145.74,146.7,4609336.0,146.92,148.01,145.74,146.7,4609336.0,0.0,1.0,146.92
54,NFLX,2017-04-04 00:00:00+00:00,145.5,147.09,144.89,146.84,4368919.0,145.5,147.09,144.89,146.84,4368919.0,0.0,1.0,145.5
55,NFLX,2017-04-05 00:00:00+00:00,143.62,146.25,143.26,146.19,4607636.0,143.62,146.25,143.26,146.19,4607636.0,0.0,1.0,143.62
56,NFLX,2017-04-06 00:00:00+00:00,143.74,144.14,143.01,144.0,3312410.0,143.74,144.14,143.01,144.0,3312410.0,0.0,1.0,143.73999999999998
57,NFLX,2017-04-07 00:00:00+00:00,143.11,143.89,142.71,143.79,3032571.0,143.11,143.89,142.71,143.79,3032571.0,0.0,1.0,143.11
58,NFLX,2017-04-10 00:00:00+00:00,143.85,144.65,141.21,143.04,5807440.0,143.85,144.65,141.21,143.04,5807440.0,0.0,1.0,143.85
59,NFLX,2017-04-11 00:00:00+00:00,144.35,144.54,141.98,144.28,4621451.0,144.35,144.54,141.98,144.28,4621451.0,0.0,1.0,144.35
60,NFLX,2017-04-12 00:00:00+00:00,143.83,145.74,143.55,144.85,4386954.0,143.83,145.74,143.55,144.85,4386954.0,0.0,1.0,143.83
61,NFLX,2017-04-13 00:00:00+00:00,142.92,144.55,142.76,144.25,3685789.0,142.92,144.55,142.76,144.25,3685789.0,0.0,1.0,142.92
62,NFLX,2017-04-17 00:00:00+00:00,147.25,147.32,144.43,144.43,16364743.0,147.25,147.32,144.43,144.43,16364743.0,0.0,1.0,147.25
63,NFLX,2017-04-18 00:00:00+00:00,143.36,147.4,140.0,147.34,19670975.0,143.36,147.4,140.0,147.34,19670975.0,0.0,1.0,143.36
64,NFLX,2017-04-19 00:00:00+00:00,139.76,144.0,138.66,143.37,12395064.0,139.76,144.0,138.66,143.37,12395064.0,0.0,1.0,139.76
65,NFLX,2017-04-20 00:00:00+00:00,141.18,141.8,139.27,140.3,7248180.0,141.18,141.8,139.27,140.3,7248180.0,0.0,1.0,141.18
66,NFLX,2017-04-21 00:00:00+00:00,142.87,143.03,140.9,141.39,6824786.0,142.87,143.03,140.9,141.39,6824786.0,0.0,1.0,142.87
67,NFLX,2017-04-24 00:00:00+00:00,143.83,144.5,143.4,143.61,4792928.0,143.83,144.5,143.4,143.61,4792928.0,0.0,1.0,143.83
68,NFLX,2017-04-25 00:00:00+00:00,152.16,153.52,146.22,147.46,20578697.0,152.16,153.52,146.22,147.46,20578697.0,0.0,1.0,152.16
69,NFLX,2017-04-26 00:00:00+00:00,150.17,152.15,148.9,151.53,9196892.0,150.17,152.15,148.9,151.53,9196892.0,0.0,1.0,150.17
70,NFLX,2017-04-27 00:00:00+00:00,153.08,153.49,149.3,150.6,7643227.0,153.08,153.49,149.3,150.6,7643227.0,0.0,1.0,153.08
71,NFLX,2017-04-28 00:00:00+00:00,152.2,152.97,150.94,152.71,6311736.0,152.2,152.97,150.94,152.71,6311736.0,0.0,1.0,152.2
72,NFLX,2017-05-01 00:00:00+00:00,155.35,157.7,151.61,151.91,8964849.0,155.35,157.7,151.61,151.91,8964849.0,0.0,1.0,155.35
73,NFLX,2017-05-02 00:00:00+00:00,156.45,156.5,154.61,155.76,4983533.0,156.45,156.5,154.61,155.76,4983533.0,0.0,1.0,156.45
74,NFLX,2017-05-03 00:00:00+00:00,155.59,156.54,154.88,156.29,3864199.0,155.59,156.54,154.88,156.29,3864199.0,0.0,1.0,155.59
75,NFLX,2017-05-04 00:00:00+00:00,157.25,157.9,154.55,155.59,5345797.0,157.25,157.9,154.55,155.59,5345797.0,0.0,1.0,157.25
76,NFLX,2017-05-05 00:00:00+00:00,156.6,158.59,155.9,158.55,5316045.0,156.6,158.59,155.9,158.55,5316045.0,0.0,1.0,156.6
77,NFLX,2017-05-08 00:00:00+00:00,156.38,157.64,155.3,156.55,4780919.0,156.38,157.64,155.3,156.55,4780919.0,0.0,1.0,156.38
78,NFLX,2017-05-09 00:00:00+00:00,157.46,157.85,155.97,156.1,3886416.0,157.46,157.85,155.97,156.1,3886416.0,0.0,1.0,157.46
79,NFLX,2017-05-10 00:00:00+00:00,160.28,161.1,156.56,157.82,6834094.0,160.28,161.1,156.56,157.82,6834094.0,0.0,1.0,160.28
80,NFLX,2017-05-11 00:00:00+00:00,158.54,160.52,157.55,160.33,5534257.0,158.54,160.52,157.55,160.33,5534257.0,0.0,1.0,158.54
81,NFLX,2017-05-12 00:00:00+00:00,160.81,160.84,158.51,159.11,5069936.0,160.81,160.84,158.51,159.11,5069936.0,0.0,1.0,160.81
82,NFLX,2017-05-15 00:00:00+00:00,160.02,161.78,159.76,160.25,4931529.0,160.02,161.78,159.76,160.25,4931529.0,0.0,1.0,160.02
83,NFLX,2017-05-16 00:00:00+00:00,159.41,161.18,159.33,160.5,3366344.0,159.41,161.18,159.33,160.5,3366344.0,0.0,1.0,159.41
84,NFLX,2017-05-17 00:00:00+00:00,153.2,158.78,153.0,158.09,8042402.0,153.2,158.78,153.0,158.09,8042402.0,0.0,1.0,153.2
85,NFLX,2017-05-18 00:00:00+00:00,155.7,156.89,153.24,153.61,6249052.0,155.7,156.89,153.24,153.61,6249052.0,0.0,1.0,155.7
86,NFLX,2017-05-19 00:00:00+00:00,157.02,158.05,155.91,156.15,4050649.0,157.02,158.05,155.91,156.15,4050649.0,0.0,1.0,157.02
87,NFLX,2017-05-22 00:00:00+00:00,157.16,158.6,156.43,157.86,3720885.0,157.16,158.6,156.43,157.86,3720885.0,0.0,1.0,157.16
88,NFLX,2017-05-23 00:00:00+00:00,157.95,158.31,156.8,157.75,3333727.0,157.95,158.31,156.8,157.75,3333727.0,0.0,1.0,157.95
89,NFLX,2017-05-24 00:00:00+00:00,157.75,158.48,157.17,158.35,2963515.0,157.75,158.48,157.17,158.35,2963515.0,0.0,1.0,157.75
90,NFLX,2017-05-25 00:00:00+00:00,163.05,164.1,160.55,161.0,8467678.0,163.05,164.1,160.55,161.0,8467678.0,0.0,1.0,163.05
91,NFLX,2017-05-26 00:00:00+00:00,162.43,163.05,161.12,162.84,4804219.0,162.43,163.05,161.12,162.84,4804219.0,0.0,1.0,162.43
92,NFLX,2017-05-30 00:00:00+00:00,163.22,164.75,162.71,163.6,4791959.0,163.22,164.75,162.71,163.6,4791959.0,0.0,1.0,163.22
93,NFLX,2017-05-31 00:00:00+00:00,163.07,164.0,160.74,163.61,5251201.0,163.07,164.0,160.74,163.61,5251201.0,0.0,1.0,163.07
94,NFLX,2017-06-01 00:00:00+00:00,162.99,163.93,161.7,163.52,3869808.0,162.99,163.93,161.7,163.52,3869808.0,0.0,1.0,162.99000000000004
95,NFLX,2017-06-02 00:00:00+00:00,165.18,165.36,162.8,163.42,4217679.0,165.18,165.36,162.8,163.42,4217679.0,0.0,1.0,165.18
96,NFLX,2017-06-05 00:00:00+00:00,165.06,165.5,163.43,165.49,3830296.0,165.06,165.5,163.43,165.49,3830296.0,0.0,1.0,165.06
97,NFLX,2017-06-06 00:00:00+00:00,165.17,166.82,164.51,164.95,4325459.0,165.17,166.82,164.51,164.95,4325459.0,0.0,1.0,165.17
98,NFLX,2017-06-07 00:00:00+00:00,165.61,166.4,164.41,165.6,3285592.0,165.61,166.4,164.41,165.6,3285592.0,0.0,1.0,165.61
99,NFLX,2017-06-08 00:00:00+00:00,165.88,166.87,164.84,166.12,3666393.0,165.88,166.87,164.84,166.12,3666393.0,0.0,1.0,165.88
100,NFLX,2017-06-09 00:00:00+00:00,158.03,166.27,154.5,166.27,10255110.0,158.03,166.27,154.5,166.27,10255110.0,0.0,1.0,158.03
101,NFLX,2017-06-12 00:00:00+00:00,151.44,155.53,148.31,155.3,14045559.0,151.44,155.53,148.31,155.3,14045559.0,0.0,1.0,151.44000000000003
102,NFLX,2017-06-13 00:00:00+00:00,152.72,155.68,150.13,154.38,8379437.0,152.72,155.68,150.13,154.38,8379437.0,0.0,1.0,152.72
103,NFLX,2017-06-14 00:00:00+00:00,152.2,155.62,150.28,154.34,6364572.0,152.2,155.62,150.28,154.34,6364572.0,0.0,1.0,152.2
104,NFLX,2017-06-15 00:00:00+00:00,151.76,152.56,147.3,149.44,6976720.0,151.76,152.56,147.3,149.44,6976720.0,0.0,1.0,151.76
105,NFLX,2017-06-16 00:00:00+00:00,152.38,153.53,150.39,151.45,6751799.0,152.38,153.53,150.39,151.45,6751799.0,0.0,1.0,152.37999999999997
106,NFLX,2017-06-19 00:00:00+00:00,153.4,155.58,152.41,154.29,6461866.0,153.4,155.58,152.41,154.29,6461866.0,0.0,1.0,153.4
107,NFLX,2017-06-20 00:00:00+00:00,152.05,154.5,151.4,153.68,4850911.0,152.05,154.5,151.4,153.68,4850911.0,0.0,1.0,152.05
108,NFLX,2017-06-21 00:00:00+00:00,155.03,155.38,152.26,152.5,5783436.0,155.03,155.38,152.26,152.5,5783436.0,0.0,1.0,155.03000000000003
109,NFLX,2017-06-22 00:00:00+00:00,154.89,155.2,153.7,155.13,3735995.0,154.89,155.2,153.7,155.13,3735995.0,0.0,1.0,154.89
110,NFLX,2017-06-23 00:00:00+00:00,158.02,158.19,153.76,155.01,6086644.0,158.02,158.19,153.76,155.01,6086644.0,0.0,1.0,158.02
111,NFLX,2017-06-26 00:00:00+00:00,157.5,159.97,156.56,158.78,5951060.0,157.5,159.97,156.56,158.78,5951060.0,0.0,1.0,157.5
112,NFLX,2017-06-27 00:00:00+00:00,151.03,156.98,150.72,156.62,7386827.0,151.03,156.98,150.72,156.62,7386827.0,0.0,1.0,151.03
113,NFLX,2017-06-28 00:00:00+00:00,153.41,154.2,150.12,151.64,5522740.0,153.41,154.2,150.12,151.64,5522740.0,0.0,1.0,153.41
114,NFLX,2017-06-29 00:00:00+00:00,150.09,152.82,148.0,152.82,7106930.0,150.09,152.82,148.0,152.82,7106930.0,0.0,1.0,150.09
115,NFLX,2017-06-30 00:00:00+00:00,149.41,150.71,148.42,149.76,5164844.0,149.41,150.71,148.42,149.76,5164844.0,0.0,1.0,149.41000000000003
116,NFLX,2017-07-03 00:00:00+00:00,146.17,150.45,145.8,149.8,3907790.0,146.17,150.45,145.8,149.8,3907790.0,0.0,1.0,146.17
117,NFLX,2017-07-05 00:00:00+00:00,147.61,148.26,145.58,146.58,4469163.0,147.61,148.26,145.58,146.58,4469163.0,0.0,1.0,147.61
118,NFLX,2017-07-06 00:00:00+00:00,146.25,147.27,144.25,146.13,5253871.0,146.25,147.27,144.25,146.13,5253871.0,0.0,1.0,146.25
119,NFLX,2017-07-07 00:00:00+00:00,150.18,150.75,146.65,146.65,5490809.0,150.18,150.75,146.65,146.65,5490809.0,0.0,1.0,150.18
120,NFLX,2017-07-10 00:00:00+00:00,152.67,153.23,149.65,150.34,5113353.0,152.67,153.23,149.65,150.34,5113353.0,0.0,1.0,152.67
121,NFLX,2017-07-11 00:00:00+00:00,154.33,155.23,151.55,152.37,4824579.0,154.33,155.23,151.55,152.37,4824579.0,0.0,1.0,154.33
122,NFLX,2017-07-12 00:00:00+00:00,158.75,158.8,155.77,155.77,8095303.0,158.75,158.8,155.77,155.77,8095303.0,0.0,1.0,158.75
123,NFLX,2017-07-13 00:00:00+00:00,158.21,160.13,156.98,158.51,6666000.0,158.21,160.13,156.98,158.51,6666000.0,0.0,1.0,158.21
124,NFLX,2017-07-14 00:00:00+00:00,161.12,161.35,157.97,159.3,5412128.0,161.12,161.35,157.97,159.3,5412128.0,0.0,1.0,161.11999999999998
125,NFLX,2017-07-17 00:00:00+00:00,161.7,163.55,160.02,162.91,12299024.0,161.7,163.55,160.02,162.91,12299024.0,0.0,1.0,161.7
126,NFLX,2017-07-18 00:00:00+00:00,183.6,185.0,174.24,176.12,40126110.0,183.6,185.0,174.24,176.12,40126110.0,0.0,1.0,183.6
127,NFLX,2017-07-19 00:00:00+00:00,183.86,187.17,181.75,182.97,17149580.0,183.86,187.17,181.75,182.97,17149580.0,0.0,1.0,183.86
128,NFLX,2017-07-20 00:00:00+00:00,183.6,185.92,182.7,183.84,7688768.0,183.6,185.92,182.7,183.84,7688768.0,0.0,1.0,183.6
129,NFLX,2017-07-21 00:00:00+00:00,188.54,191.5,182.71,182.72,9215232.0,188.54,191.5,182.71,182.72,9215232.0,0.0,1.0,188.54000000000002
130,NFLX,2017-07-24 00:00:00+00:00,187.91,190.25,187.01,188.69,8646192.0,187.91,190.25,187.01,188.69,8646192.0,0.0,1.0,187.91
131,NFLX,2017-07-25 00:00:00+00:00,186.97,188.66,185.81,187.79,5357533.0,186.97,188.66,185.81,187.79,5357533.0,0.0,1.0,186.97
132,NFLX,2017-07-26 00:00:00+00:00,189.08,189.7,187.51,187.7,4354866.0,189.08,189.7,187.51,187.7,4354866.0,0.0,1.0,189.08
133,NFLX,2017-07-27 00:00:00+00:00,182.68,190.0,179.38,189.89,11013995.0,182.68,190.0,179.38,189.89,11013995.0,0.0,1.0,182.68
134,NFLX,2017-07-28 00:00:00+00:00,184.04,185.03,181.18,182.0,6166404.0,184.04,185.03,181.18,182.0,6166404.0,0.0,1.0,184.04
135,NFLX,2017-07-31 00:00:00+00:00,181.66,184.97,180.65,184.26,4776740.0,181.66,184.97,180.65,184.26,4776740.0,0.0,1.0,181.66
136,NFLX,2017-08-01 00:00:00+00:00,182.03,184.62,181.43,182.49,5003248.0,182.03,184.62,181.43,182.49,5003248.0,0.0,1.0,182.03
137,NFLX,2017-08-02 00:00:00+00:00,180.74,182.57,177.81,182.22,5713517.0,180.74,182.57,177.81,182.22,5713517.0,0.0,1.0,180.74
138,NFLX,2017-08-03 00:00:00+00:00,179.23,181.22,178.02,180.53,4596187.0,179.23,181.22,178.02,180.53,4596187.0,0.0,1.0,179.23
139,NFLX,2017-08-04 00:00:00+00:00,180.27,181.0,178.5,179.6,4446148.0,180.27,181.0,178.5,179.6,4446148.0,0.0,1.0,180.27
140,NFLX,2017-08-07 00:00:00+00:00,181.33,182.27,179.1,181.0,4470746.0,181.33,182.27,179.1,181.0,4470746.0,0.0,1.0,181.33
141,NFLX,2017-08-08 00:00:00+00:00,178.36,181.91,177.45,181.37,4806525.0,178.36,181.91,177.45,181.37,4806525.0,0.0,1.0,178.36
142,NFLX,2017-08-09 00:00:00+00:00,175.78,175.96,170.01,171.43,9573608.0,175.78,175.96,170.01,171.43,9573608.0,0.0,1.0,175.78
143,NFLX,2017-08-10 00:00:00+00:00,169.14,174.45,167.6,174.03,9539473.0,169.14,174.45,167.6,174.03,9539473.0,0.0,1.0,169.14
144,NFLX,2017-08-11 00:00:00+00:00,171.4,172.58,169.0,169.86,4972045.0,171.4,172.58,169.0,169.86,4972045.0,0.0,1.0,171.4
145,NFLX,2017-08-14 00:00:00+00:00,171.0,172.45,168.8,169.8,7377962.0,171.0,172.45,168.8,169.8,7377962.0,0.0,1.0,171.0
146,NFLX,2017-08-15 00:00:00+00:00,168.5,171.88,168.25,171.53,5470271.0,168.5,171.88,168.25,171.53,5470271.0,0.0,1.0,168.5
147,NFLX,2017-08-16 00:00:00+00:00,169.98,170.5,166.25,167.5,6916579.0,169.98,170.5,166.25,167.5,6916579.0,0.0,1.0,169.98
148,NFLX,2017-08-17 00:00:00+00:00,166.09,170.58,165.72,169.23,5161920.0,166.09,170.58,165.72,169.23,5161920.0,0.0,1.0,166.09
149,NFLX,2017-08-18 00:00:00+00:00,166.54,169.97,165.8,165.95,7363750.0,166.54,169.97,165.8,165.95,7363750.0,0.0,1.0,166.54
150,NFLX,2017-08-21 00:00:00+00:00,166.76,168.99,164.23,166.91,6303314.0,166.76,168.99,164.23,166.91,6303314.0,0.0,1.0,166.76
151,NFLX,2017-08-22 00:00:00+00:00,169.34,169.93,167.04,167.76,4857816.0,169.34,169.93,167.04,167.76,4857816.0,0.0,1.0,169.33999999999997
152,NFLX,2017-08-23 00:00:00+00:00,169.06,169.64,166.7,168.35,4616656.0,169.06,169.64,166.7,168.35,4616656.0,0.0,1.0,169.06
153,NFLX,2017-08-24 00:00:00+00:00,168.13,171.24,166.15,169.86,5270931.0,168.13,171.24,166.15,169.86,5270931.0,0.0,1.0,168.13
154,NFLX,2017-08-25 00:00:00+00:00,165.95,168.75,165.5,168.58,4045626.0,165.95,168.75,165.5,168.58,4045626.0,0.0,1.0,165.95
155,NFLX,2017-08-28 00:00:00+00:00,167.12,168.67,165.6,166.43,3619575.0,167.12,168.67,165.6,166.43,3619575.0,0.0,1.0,167.12
156,NFLX,2017-08-29 00:00:00+00:00,168.81,169.68,164.73,165.0,4573282.0,168.81,169.68,164.73,165.0,4573282.0,0.0,1.0,168.81
157,NFLX,2017-08-30 00:00:00+00:00,174.69,174.85,169.37,169.5,7985196.0,174.69,174.85,169.37,169.5,7985196.0,0.0,1.0,174.69
158,NFLX,2017-08-31 00:00:00+00:00,174.71,176.24,173.86,175.45,6886143.0,174.71,176.24,173.86,175.45,6886143.0,0.0,1.0,174.71
159,NFLX,2017-09-01 00:00:00+00:00,174.74,176.48,173.92,175.55,3781453.0,174.74,176.48,173.92,175.55,3781453.0,0.0,1.0,174.74
160,NFLX,2017-09-05 00:00:00+00:00,174.52,175.88,172.44,173.4,4580903.0,174.52,175.88,172.44,173.4,4580903.0,0.0,1.0,174.52
161,NFLX,2017-09-06 00:00:00+00:00,179.25,179.46,173.73,175.25,8695383.0,179.25,179.46,173.73,175.25,8695383.0,0.0,1.0,179.25
162,NFLX,2017-09-07 00:00:00+00:00,179.0,180.35,177.1,178.8,5938152.0,179.0,180.35,177.1,178.8,5938152.0,0.0,1.0,179.0
163,NFLX,2017-09-08 00:00:00+00:00,176.42,180.39,176.25,178.45,4577777.0,176.42,180.39,176.25,178.45,4577777.0,0.0,1.0,176.41999999999996
164,NFLX,2017-09-11 00:00:00+00:00,181.74,182.47,178.03,178.1,5936476.0,181.74,182.47,178.03,178.1,5936476.0,0.0,1.0,181.74
165,NFLX,2017-09-12 00:00:00+00:00,185.15,185.33,180.64,182.55,6606688.0,185.15,185.33,180.64,182.55,6606688.0,0.0,1.0,185.15
166,NFLX,2017-09-13 00:00:00+00:00,183.64,184.5,182.55,184.07,4303277.0,183.64,184.5,182.55,184.07,4303277.0,0.0,1.0,183.64
167,NFLX,2017-09-14 00:00:00+00:00,182.63,185.29,182.07,183.25,4469985.0,182.63,185.29,182.07,183.25,4469985.0,0.0,1.0,182.63
168,NFLX,2017-09-15 00:00:00+00:00,182.35,184.93,181.43,182.73,5442089.0,182.35,184.93,181.43,182.73,5442089.0,0.0,1.0,182.34999999999997
169,NFLX,2017-09-18 00:00:00+00:00,184.62,185.45,182.73,183.61,5318130.0,184.62,185.45,182.73,183.61,5318130.0,0.0,1.0,184.62
170,NFLX,2017-09-19 00:00:00+00:00,185.68,186.23,184.17,184.98,4951465.0,185.68,186.23,184.17,184.98,4951465.0,0.0,1.0,185.68
171,NFLX,2017-09-20 00:00:00+00:00,185.51,186.5,183.2,186.1,4473036.0,185.51,186.5,183.2,186.1,4473036.0,0.0,1.0,185.51
172,NFLX,2017-09-21 00:00:00+00:00,188.78,189.95,184.51,185.82,7113489.0,188.78,189.95,184.51,185.82,7113489.0,0.0,1.0,188.78
173,NFLX,2017-09-22 00:00:00+00:00,187.35,189.85,186.39,188.4,5420227.0,187.35,189.85,186.39,188.4,5420227.0,0.0,1.0,187.35
174,NFLX,2017-09-25 00:00:00+00:00,178.55,186.55,177.7,186.46,9322531.0,178.55,186.55,177.7,186.46,9322531.0,0.0,1.0,178.54999999999998
175,NFLX,2017-09-26 00:00:00+00:00,179.38,180.95,176.55,180.7,5572599.0,179.38,180.95,176.55,180.7,5572599.0,0.0,1.0,179.38
176,NFLX,2017-09-27 00:00:00+00:00,181.97,183.34,180.7,181.01,4963152.0,181.97,183.34,180.7,181.01,4963152.0,0.0,1.0,181.97
177,NFLX,2017-09-28 00:00:00+00:00,180.7,181.95,179.36,181.25,4064507.0,180.7,181.95,179.36,181.25,4064507.0,0.0,1.0,180.7
178,NFLX,2017-09-29 00:00:00+00:00,181.35,182.9,180.65,180.73,4193999.0,181.35,182.9,180.65,180.73,4193999.0,0.0,1.0,181.35
179,NFLX,2017-10-02 00:00:00+00:00,177.01,182.8,176.58,182.11,7316345.0,177.01,182.8,176.58,182.11,7316345.0,0.0,1.0,177.01
180,NFLX,2017-10-03 00:00:00+00:00,179.19,179.7,177.55,177.65,3903112.0,179.19,179.7,177.55,177.65,3903112.0,0.0,1.0,179.19
181,NFLX,2017-10-04 00:00:00+00:00,184.45,186.7,181.25,181.41,9170855.0,184.45,186.7,181.25,181.41,9170855.0,0.0,1.0,184.45
182,NFLX,2017-10-05 00:00:00+00:00,194.39,194.49,184.49,185.65,19270032.0,194.39,194.49,184.49,185.65,19270032.0,0.0,1.0,194.39
183,NFLX,2017-10-06 00:00:00+00:00,198.02,198.92,192.05,194.3,15096222.0,198.02,198.92,192.05,194.3,15096222.0,0.0,1.0,198.02
184,NFLX,2017-10-09 00:00:00+00:00,196.87,199.4,196.56,199.1,6912140.0,196.87,199.4,196.56,199.1,6912140.0,0.0,1.0,196.87
185,NFLX,2017-10-10 00:00:00+00:00,195.08,198.3,192.1,197.85,6179012.0,195.08,198.3,192.1,197.85,6179012.0,0.0,1.0,195.08
186,NFLX,2017-10-11 00:00:00+00:00,194.95,196.22,193.81,195.57,5544715.0,194.95,196.22,193.81,195.57,5544715.0,0.0,1.0,194.95
187,NFLX,2017-10-12 00:00:00+00:00,195.86,198.62,194.71,196.75,7723224.0,195.86,198.62,194.71,196.75,7723224.0,0.0,1.0,195.86
188,NFLX,2017-10-13 00:00:00+00:00,199.49,200.82,197.19,199.7,11929816.0,199.49,200.82,197.19,199.7,11929816.0,0.0,1.0,199.49
189,NFLX,2017-10-16 00:00:00+00:00,202.68,202.83,197.86,201.95,18103086.0,202.68,202.83,197.86,201.95,18103086.0,0.0,1.0,202.68
190,NFLX,2017-10-17 00:00:00+00:00,199.48,204.38,197.77,200.11,23819054.0,199.48,204.38,197.77,200.11,23819054.0,0.0,1.0,199.48
191,NFLX,2017-10-18 00:00:00+00:00,195.54,200.01,194.25,199.99,11133883.0,195.54,200.01,194.25,199.99,11133883.0,0.0,1.0,195.54
192,NFLX,2017-10-19 00:00:00+00:00,195.13,195.25,191.16,193.01,7007447.0,195.13,195.25,191.16,193.01,7007447.0,0.0,1.0,195.13
193,NFLX,2017-10-20 00:00:00+00:00,194.16,196.38,193.77,195.9,5907121.0,194.16,196.38,193.77,195.9,5907121.0,0.0,1.0,194.15999999999997
194,NFLX,2017-10-23 00:00:00+00:00,192.47,194.9,191.03,194.17,6952997.0,192.47,194.9,191.03,194.17,6952997.0,0.0,1.0,192.47
195,NFLX,2017-10-24 00:00:00+00:00,196.02,196.74,191.4,192.75,6985460.0,196.02,196.74,191.4,192.75,6985460.0,0.0,1.0,196.02
196,NFLX,2017-10-25 00:00:00+00:00,193.77,197.06,193.01,195.38,5231713.0,193.77,197.06,193.01,195.38,5231713.0,0.0,1.0,193.77
197,NFLX,2017-10-26 00:00:00+00:00,195.21,197.61,194.08,194.66,5101258.0,195.21,197.61,194.08,194.66,5101258.0,0.0,1.0,195.21
198,NFLX,2017-10-27 00:00:00+00:00,199.54,200.65,196.22,197.2,8088364.0,199.54,200.65,196.22,197.2,8088364.0,0.0,1.0,199.54
199,NFLX,2017-10-30 00:00:00+00:00,198.37,201.1,197.07,199.62,5412277.0,198.37,201.1,197.07,199.62,5412277.0,0.0,1.0,198.37
200,NFLX,2017-10-31 00:00:00+00:00,196.43,198.59,195.22,198.21,5437925.0,196.43,198.59,195.22,198.21,5437925.0,0.0,1.0,196.43
201,NFLX,2017-11-01 00:00:00+00:00,198.0,199.2,196.0,197.24,4983343.0,198.0,199.2,196.0,197.24,4983343.0,0.0,1.0,198.0
202,NFLX,2017-11-02 00:00:00+00:00,199.32,199.44,197.09,197.45,3578289.0,199.32,199.44,197.09,197.45,3578289.0,0.0,1.0,199.32
203,NFLX,2017-11-03 00:00:00+00:00,200.01,200.55,197.99,199.8,3643216.0,200.01,200.55,197.99,199.8,3643216.0,0.0,1.0,200.01
204,NFLX,2017-11-06 00:00:00+00:00,200.13,202.48,198.09,200.0,5834857.0,200.13,202.48,198.09,200.0,5834857.0,0.0,1.0,200.13
205,NFLX,2017-11-07 00:00:00+00:00,195.89,200.61,194.8,200.0,6413310.0,195.89,200.61,194.8,200.0,6413310.0,0.0,1.0,195.89
206,NFLX,2017-11-08 00:00:00+00:00,196.44,197.09,194.74,196.0,4237398.0,196.44,197.09,194.74,196.0,4237398.0,0.0,1.0,196.44
207,NFLX,2017-11-09 00:00:00+00:00,193.9,194.49,190.81,194.46,5839579.0,193.9,194.49,190.81,194.46,5839579.0,0.0,1.0,193.89999999999998
208,NFLX,2017-11-10 00:00:00+00:00,192.02,192.59,189.5,191.61,6609739.0,192.02,192.59,189.5,191.61,6609739.0,0.0,1.0,192.02
209,NFLX,2017-11-13 00:00:00+00:00,195.08,196.05,191.0,191.12,4598005.0,195.08,196.05,191.0,191.12,4598005.0,0.0,1.0,195.08
